,complements,substitutes,frequency_dict,context_dict
1992,"['domain', 'stability', 'sociology', 'discipline', 'discourse', 'psychological', 'democratic', 'reform', 'perception', 'housing', 'consciousness', 'preservation', 'institution', 'capitalist', 'politics', 'organisation', 'constitution', 'unity', 'transformation', 'morality', 'identity', 'fiction', 'enterprise', 'ideology', 'medicine', 'intervention', 'evolution', 'psychology', 'economics', 'liberal']","['liberal', 'economics', 'psychology', 'evolution', 'intervention', 'medicine', 'enterprise', 'ideology', 'fiction', 'identity', 'morality', 'transformation', 'unity', 'constitution', 'organisation', 'politics', 'capitalist', 'institution', 'preservation', 'consciousness', 'perception', 'housing', 'reform', 'democratic', 'psychological', 'discourse', 'discipline', 'sociology', 'stability', 'domain']","{'discipline': (0.7841167449951172, 119), 'democratic': (0.7607130408287048, 103), 'stability': (0.7473875284194946, 162), 'morality': (0.739922285079956, 100), 'psychology': (0.739896297454834, 102), 'transformation': (0.7357826232910156, 168), 'institution': (0.7310445308685303, 161), 'preservation': (0.7300455570220947, 106), 'economics': (0.7275300621986389, 119), 'psychological': (0.7213042974472046, 106), 'liberal': (0.7193506360054016, 114), 'consciousness': (0.7134184837341309, 272), 'perception': (0.7112997770309448, 155), 'organisation': (0.7108273506164551, 179), 'enterprise': (0.7102185487747192, 110), 'politics': (0.7069321274757385, 380), 'medicine': (0.7055433988571167, 104), 'reform': (0.7048895359039307, 194), 'domain': (0.7038450241088867, 148), 'discourse': (0.7013518214225769, 138), 'constitution': (0.6996287703514099, 164), 'unity': (0.6973047852516174, 197), 'fiction': (0.6966997385025024, 110), 'sociology': (0.6951767802238464, 111), 'ideology': (0.692659854888916, 101), 'evolution': (0.6904370784759521, 252), 'intervention': (0.6904157400131226, 146), 'housing': (0.6866069436073303, 154), 'capitalist': (0.6851379871368408, 185), 'identity': (0.6842904090881348, 333)}","{'discipline': 0.095, 'democratic': 0.063, 'stability': 0.163, 'morality': -0.034, 'psychology': -0.132, 'transformation': -0.031, 'institution': 0.007, 'preservation': 0.012, 'economics': -0.233, 'psychological': 0.072, 'liberal': -0.323, 'consciousness': 0.013, 'perception': 0.02, 'organisation': -0.005, 'enterprise': -0.057, 'politics': 0.003, 'medicine': -0.065, 'reform': 0.062, 'domain': 0.194, 'discourse': 0.084, 'constitution': -0.016, 'unity': -0.024, 'fiction': -0.053, 'sociology': 0.114, 'ideology': -0.057, 'evolution': -0.107, 'intervention': -0.089, 'housing': 0.02, 'capitalist': 0.006, 'identity': -0.036}"
1926,"['symbol', 'organization']","['organization', 'symbol']","{'organization': (0.805675745010376, 131), 'symbol': (0.793492317199707, 117)}","{'organization': -0.236, 'symbol': -0.071}"
1976,"['creation', 'reform', 'masses', 'organisation', 'culture', 'leadership', 'politics', 'democratic', 'leader', 'institutions', 'philosophy', 'revolutionary', 'organization']","['organization', 'revolutionary', 'philosophy', 'institutions', 'leader', 'democratic', 'politics', 'leadership', 'culture', 'organisation', 'masses', 'reform', 'creation']","{'organisation': (0.7883657217025757, 157), 'democratic': (0.7762467861175537, 110), 'reform': (0.7669480443000793, 138), 'organization': (0.7604478597640991, 382), 'politics': (0.7281744480133057, 268), 'institutions': (0.7236288785934448, 239), 'leader': (0.7207424640655518, 192), 'philosophy': (0.7204400300979614, 237), 'leadership': (0.7182174921035767, 160), 'revolutionary': (0.7145270109176636, 109), 'culture': (0.7111007571220398, 353), 'creation': (0.7094907164573669, 403), 'masses': (0.7075242400169373, 136)}","{'organisation': 0.581, 'democratic': -0.022, 'reform': 0.685, 'organization': -0.748, 'politics': 0.117, 'institutions': -0.18, 'leader': -0.105, 'philosophy': -0.186, 'leadership': 0.173, 'revolutionary': -0.466, 'culture': 0.299, 'creation': 0.773, 'masses': 0.658}"
1986,"['stability', 'strategy', 'reform', 'unity', 'promotion', 'programme', 'leadership', 'discipline', 'organisation', 'organization', 'intellectual', 'equality', 'democratic']","['democratic', 'equality', 'intellectual', 'organisation', 'organization', 'discipline', 'leadership', 'programme', 'promotion', 'reform', 'unity', 'strategy', 'stability']","{'organisation': (0.7595396637916565, 185), 'equality': (0.7428069710731506, 108), 'discipline': (0.7344081401824951, 103), 'reform': (0.7325637340545654, 147), 'democratic': (0.7256959676742554, 109), 'organization': (0.7218750715255737, 360), 'leadership': (0.7194767594337463, 148), 'stability': (0.7161558270454407, 163), 'promotion': (0.7134441137313843, 100), 'strategy': (0.698753833770752, 151), 'programme': (0.6986864805221558, 199), 'unity': (0.6981629133224487, 259), 'intellectual': (0.6980253458023071, 148)}","{'organisation': -0.041, 'equality': -0.126, 'discipline': -0.019, 'reform': 0.078, 'democratic': -0.156, 'organization': -0.041, 'leadership': -0.015, 'stability': 0.132, 'promotion': 0.059, 'strategy': 0.115, 'programme': -0.004, 'unity': 0.078, 'intellectual': -0.044}"
1957,"['objective', 'equality', 'universal', 'drama', 'unity', 'organization', 'symbol', 'ideal', 'humanity']","['humanity', 'ideal', 'symbol', 'organization', 'unity', 'drama', 'universal', 'equality', 'objective']","{'humanity': (0.7587358355522156, 103), 'objective': (0.7435997724533081, 115), 'equality': (0.7272127866744995, 100), 'symbol': (0.7186458110809326, 114), 'drama': (0.7159396409988403, 123), 'universal': (0.7106468677520752, 181), 'organization': (0.7080025672912598, 196), 'unity': (0.7034351825714111, 314), 'ideal': (0.6987429857254028, 177)}","{'humanity': -0.227, 'objective': 0.244, 'equality': 0.122, 'symbol': -0.054, 'drama': 0.079, 'universal': 0.116, 'organization': -0.006, 'unity': 0.013, 'ideal': -0.179}"
1947,"['politics', 'philosophy', 'objective', 'masses', 'climate', 'moral', 'independence', 'intellectual', 'organisation', 'equality', 'religious', 'enterprise', 'prosperity', 'discipline', 'environment', 'instruction', 'spiritual', 'organ', 'traditional', 'institution', 'criticism', 'reform', 'economy', 'habits', 'technical', 'institutions', 'democratic', 'purely', 'culture', 'preservation', 'owners', 'security', 'capitalist', 'morality', 'training', 'concept', 'classical', 'science', 'drama', 'humanity', 'phenomena', 'civilization', 'organization']","['organization', 'civilization', 'phenomena', 'humanity', 'drama', 'science', 'classical', 'training', 'concept', 'morality', 'capitalist', 'security', 'owners', 'preservation', 'culture', 'democratic', 'purely', 'institutions', 'technical', 'habits', 'economy', 'reform', 'criticism', 'institution', 'traditional', 'organ', 'instruction', 'spiritual', 'discipline', 'environment', 'prosperity', 'enterprise', 'religious', 'equality', 'organisation', 'intellectual', 'independence', 'moral', 'climate', 'masses', 'objective', 'philosophy', 'politics']","{'organization': (0.7458130121231079, 218), 'discipline': (0.7433906197547913, 123), 'organisation': (0.7412995100021362, 113), 'morality': (0.7356750965118408, 108), 'institutions': (0.7332246899604797, 176), 'prosperity': (0.7224693298339844, 127), 'civilization': (0.7193236351013184, 124), 'science': (0.7172059416770935, 457), 'economy': (0.7131999731063843, 171), 'reform': (0.71308434009552, 133), 'climate': (0.7127834558486938, 107), 'politics': (0.7102651596069336, 245), 'owners': (0.7074130773544312, 116), 'training': (0.706475555896759, 191), 'drama': (0.7046564817428589, 102), 'culture': (0.6986256837844849, 239), 'institution': (0.6955270767211914, 116), 'preservation': (0.6944335699081421, 122), 'intellectual': (0.6932086944580078, 178), 'masses': (0.6918010711669922, 139), 'security': (0.6910436749458313, 228), 'democratic': (0.6902693510055542, 108), 'equality': (0.688681423664093, 135), 'concept': (0.686943769454956, 110), 'purely': (0.6868442296981812, 112), 'religious': (0.6852991580963135, 446), 'instruction': (0.6850051879882812, 102), 'traditional': (0.6844373941421509, 106), 'capitalist': (0.6828804016113281, 115), 'habits': (0.6821821928024292, 144), 'objective': (0.6813976764678955, 131), 'philosophy': (0.6806579828262329, 329), 'organ': (0.6785695552825928, 127), 'technical': (0.6770135164260864, 150), 'environment': (0.6767401695251465, 136), 'spiritual': (0.6763947010040283, 232), 'moral': (0.6694965362548828, 476), 'classical': (0.6678765416145325, 103), 'enterprise': (0.667395830154419, 120), 'humanity': (0.6673430800437927, 115), 'criticism': (0.6671026349067688, 160), 'independence': (0.666698694229126, 205), 'phenomena': (0.6664283871650696, 109)}","{'organization': -0.369, 'discipline': 0.075, 'organisation': 0.106, 'morality': -0.076, 'institutions': -0.045, 'prosperity': 0.078, 'civilization': -0.33, 'science': -0.161, 'economy': -0.021, 'reform': 0.004, 'climate': 0.147, 'politics': 0.198, 'owners': -0.069, 'training': -0.084, 'drama': -0.169, 'culture': -0.054, 'institution': 0.023, 'preservation': -0.068, 'intellectual': 0.114, 'masses': 0.152, 'security': -0.07, 'democratic': -0.046, 'equality': 0.094, 'concept': -0.084, 'purely': -0.046, 'religious': 0.088, 'instruction': 0.046, 'traditional': 0.031, 'capitalist': -0.073, 'habits': -0.033, 'objective': 0.184, 'philosophy': 0.189, 'organ': 0.042, 'technical': -0.034, 'environment': 0.075, 'spiritual': 0.046, 'moral': 0.125, 'classical': -0.126, 'enterprise': 0.082, 'humanity': -0.177, 'criticism': 0.015, 'independence': 0.12, 'phenomena': -0.263}"
1920,"['culture', 'religion', 'essence', 'organisation', 'humanity', 'unity', 'drama', 'environment', 'politics', 'enterprise', 'organism', 'reality', 'representation', 'personality']","['personality', 'representation', 'reality', 'organism', 'enterprise', 'politics', 'environment', 'drama', 'unity', 'humanity', 'organisation', 'essence', 'religion', 'culture']","{'environment': (0.7771191596984863, 100), 'essence': (0.7717195153236389, 156), 'culture': (0.7681920528411865, 111), 'drama': (0.7669989466667175, 102), 'enterprise': (0.7587449550628662, 113), 'representation': (0.7583812475204468, 136), 'unity': (0.7575579881668091, 276), 'organisation': (0.7559232711791992, 134), 'humanity': (0.7556670904159546, 161), 'reality': (0.7533649802207947, 333), 'organism': (0.7527055144309998, 117), 'politics': (0.7515852451324463, 181), 'personality': (0.7463875412940979, 107), 'religion': (0.743108868598938, 558)}","{'environment': -0.035, 'essence': 0.242, 'culture': 0.344, 'drama': -0.023, 'enterprise': -0.063, 'representation': -0.324, 'unity': 0.005, 'organisation': 0.18, 'humanity': 0.018, 'reality': -0.14, 'organism': -0.079, 'politics': -0.058, 'personality': -0.368, 'religion': 0.253}"
1968,"['reality', 'realm', 'evolution', 'agriculture', 'consciousness', 'stability', 'sphere', 'pattern', 'organisation', 'essence', 'organism', 'instruction', 'organization', 'institution', 'unity', 'culture']","['culture', 'unity', 'institution', 'organization', 'instruction', 'organism', 'essence', 'organisation', 'pattern', 'sphere', 'stability', 'consciousness', 'agriculture', 'evolution', 'realm', 'reality']","{'organisation': (0.7484304904937744, 132), 'unity': (0.7385571599006653, 290), 'stability': (0.7373690605163574, 122), 'institution': (0.728468120098114, 147), 'evolution': (0.7247351408004761, 161), 'instruction': (0.7228909730911255, 102), 'agriculture': (0.7224501371383667, 139), 'essence': (0.7206230163574219, 135), 'organization': (0.7195103764533997, 219), 'culture': (0.7175988554954529, 245), 'reality': (0.7165270447731018, 324), 'sphere': (0.7126932740211487, 209), 'organism': (0.7119180560112, 108), 'realm': (0.7089297771453857, 151), 'consciousness': (0.7066529393196106, 204), 'pattern': (0.7058989405632019, 335)}","{'organisation': -0.089, 'unity': -0.194, 'stability': -0.005, 'institution': -0.187, 'evolution': 0.071, 'instruction': -0.156, 'agriculture': 0.07, 'essence': -0.102, 'organization': -0.165, 'culture': -0.3, 'reality': 0.261, 'sphere': -0.035, 'organism': -0.119, 'realm': 0.166, 'consciousness': 0.064, 'pattern': -0.087}"
1946,"['objective', 'department', 'medicine', 'culture', 'economy', 'civilization', 'institutions', 'tradition', 'equality', 'organization', 'concept', 'machinery', 'discipline', 'institution', 'masses', 'agriculture', 'training', 'constitution', 'realm', 'construction', 'personality', 'definition', 'religion', 'weakness', 'security', 'preservation', 'morality', 'humanity', 'society', 'commerce', 'improvement', 'reform', 'management', 'drama', 'politics']","['politics', 'drama', 'management', 'reform', 'improvement', 'commerce', 'society', 'humanity', 'morality', 'preservation', 'security', 'weakness', 'religion', 'definition', 'personality', 'construction', 'realm', 'constitution', 'training', 'agriculture', 'masses', 'institution', 'discipline', 'machinery', 'concept', 'organization', 'equality', 'tradition', 'institutions', 'civilization', 'economy', 'culture', 'medicine', 'department', 'objective']","{'organization': (0.7354112863540649, 195), 'morality': (0.722116231918335, 101), 'society': (0.7057002782821655, 772), 'concept': (0.7040144205093384, 153), 'humanity': (0.7036131620407104, 146), 'reform': (0.7018309831619263, 126), 'agriculture': (0.7017012238502502, 103), 'culture': (0.7012080550193787, 225), 'security': (0.7011834979057312, 265), 'constitution': (0.6971661448478699, 232), 'training': (0.6926133632659912, 193), 'economy': (0.6915850043296814, 174), 'discipline': (0.6871219873428345, 106), 'institutions': (0.6860185861587524, 152), 'management': (0.6846600770950317, 162), 'department': (0.6817505955696106, 106), 'tradition': (0.67799311876297, 243), 'institution': (0.6778431534767151, 113), 'preservation': (0.6757533550262451, 139), 'realm': (0.6750444173812866, 170), 'medicine': (0.6726025342941284, 105), 'equality': (0.6725063920021057, 143), 'weakness': (0.6723493933677673, 152), 'construction': (0.6713379621505737, 343), 'civilization': (0.6700754165649414, 112), 'religion': (0.6695935726165771, 613), 'machinery': (0.6679157614707947, 127), 'politics': (0.6672381162643433, 249), 'personality': (0.6656776666641235, 129), 'drama': (0.6637357473373413, 103), 'improvement': (0.6632647514343262, 195), 'masses': (0.6630994081497192, 107), 'objective': (0.6628115773200989, 105), 'commerce': (0.6624159812927246, 104), 'definition': (0.6615803837776184, 157)}","{'organization': 0.199, 'morality': -0.633, 'society': -0.748, 'concept': 0.157, 'humanity': -0.656, 'reform': -0.844, 'agriculture': -0.014, 'culture': 0.859, 'security': -0.359, 'constitution': -0.084, 'training': -0.054, 'economy': 0.852, 'discipline': 0.032, 'institutions': 0.787, 'management': -0.853, 'department': 0.894, 'tradition': 0.762, 'institution': -0.007, 'preservation': -0.39, 'realm': -0.09, 'medicine': 0.882, 'equality': 0.513, 'weakness': -0.313, 'construction': -0.148, 'civilization': 0.851, 'religion': -0.192, 'machinery': 0.041, 'politics': -0.88, 'personality': -0.181, 'drama': -0.864, 'improvement': -0.841, 'masses': -0.012, 'objective': 0.91, 'commerce': -0.839, 'definition': -0.191}"
1961,"['institution', 'reform', 'symbol', 'humanity', 'religion', 'drama', 'mission', 'status', 'personality', 'programme', 'concept', 'equality', 'cultural', 'prosperity', 'economy', 'organization']","['organization', 'economy', 'prosperity', 'cultural', 'equality', 'concept', 'programme', 'personality', 'mission', 'status', 'drama', 'religion', 'humanity', 'symbol', 'reform', 'institution']","{'organization': (0.7730156183242798, 235), 'reform': (0.7530684471130371, 148), 'symbol': (0.738475501537323, 115), 'personality': (0.7327512502670288, 158), 'programme': (0.7291397452354431, 115), 'institution': (0.7190179824829102, 116), 'humanity': (0.7180822491645813, 129), 'mission': (0.7170358896255493, 148), 'cultural': (0.7037515640258789, 110), 'status': (0.7034169435501099, 240), 'equality': (0.7029608488082886, 115), 'economy': (0.7006872892379761, 257), 'prosperity': (0.7001757621765137, 120), 'religion': (0.6971649527549744, 654), 'drama': (0.6963390111923218, 134), 'concept': (0.6950352191925049, 208)}","{'organization': -0.139, 'reform': 0.193, 'symbol': 0.19, 'personality': 0.001, 'programme': -0.002, 'institution': 0.335, 'humanity': 0.17, 'mission': 0.007, 'cultural': -0.058, 'status': 0.007, 'equality': -0.041, 'economy': -0.118, 'prosperity': -0.09, 'religion': 0.068, 'drama': 0.008, 'concept': -0.023}"
2002,"['intervention', 'race', 'corporate', 'discipline', 'democratic', 'psychology', 'capitalism', 'economics', 'politics', 'mankind', 'spiritual', 'security', 'organizations', 'liberal', 'sovereignty', 'logic', 'organisation', 'unity', 'universal', 'stability', 'promotion', 'leadership']","['leadership', 'promotion', 'stability', 'universal', 'unity', 'organisation', 'logic', 'sovereignty', 'liberal', 'organizations', 'security', 'spiritual', 'mankind', 'politics', 'economics', 'capitalism', 'psychology', 'democratic', 'discipline', 'corporate', 'race', 'intervention']","{'economics': (0.7335288524627686, 116), 'stability': (0.716229259967804, 180), 'discipline': (0.7039798498153687, 155), 'politics': (0.7023377418518066, 459), 'democratic': (0.6995500922203064, 162), 'sovereignty': (0.6861255168914795, 113), 'leadership': (0.6844119429588318, 156), 'corporate': (0.6782556772232056, 100), 'organizations': (0.6678586006164551, 201), 'spiritual': (0.6632306575775146, 171), 'race': (0.6621522903442383, 326), 'psychology': (0.6500669717788696, 116), 'logic': (0.648989200592041, 177), 'organisation': (0.6460669040679932, 199), 'capitalism': (0.6451364755630493, 117), 'promotion': (0.6448086500167847, 124), 'intervention': (0.6444190740585327, 174), 'mankind': (0.6415998935699463, 117), 'unity': (0.6376252770423889, 238), 'universal': (0.6366097927093506, 200), 'security': (0.6362089514732361, 380), 'liberal': (0.6309962272644043, 119)}","{'economics': 0.016, 'stability': -0.744, 'discipline': 0.698, 'politics': 0.012, 'democratic': 0.597, 'sovereignty': -0.155, 'leadership': -0.869, 'corporate': 0.708, 'organizations': -0.12, 'spiritual': -0.02, 'race': 0.72, 'psychology': 0.192, 'logic': -0.157, 'organisation': -0.344, 'capitalism': 0.112, 'promotion': -0.787, 'intervention': 0.779, 'mankind': -0.015, 'unity': -0.364, 'universal': -0.681, 'security': -0.027, 'liberal': -0.142}"
1932,[],[],{},{}
1980,"['evolution', 'capitalism', 'medicine', 'symbol', 'agriculture', 'mankind', 'politics', 'reform', 'leadership', 'universe', 'perception', 'liberation', 'transformation', 'psychological', 'psychology', 'administrative', 'organisation', 'organization', 'personality']","['personality', 'organization', 'organisation', 'administrative', 'psychology', 'psychological', 'transformation', 'liberation', 'perception', 'universe', 'leadership', 'reform', 'politics', 'mankind', 'agriculture', 'symbol', 'medicine', 'capitalism', 'evolution']","{'personality': (0.7813236713409424, 134), 'leadership': (0.7540072202682495, 155), 'medicine': (0.7462097406387329, 114), 'organisation': (0.7446257472038269, 173), 'capitalism': (0.7437896728515625, 102), 'psychology': (0.7415474057197571, 112), 'perception': (0.741532564163208, 117), 'politics': (0.7407979965209961, 284), 'symbol': (0.7380332946777344, 109), 'liberation': (0.7375243902206421, 106), 'organization': (0.7353634238243103, 379), 'psychological': (0.7336808443069458, 111), 'evolution': (0.7334924936294556, 223), 'mankind': (0.7329644560813904, 135), 'agriculture': (0.732326328754425, 145), 'transformation': (0.731412410736084, 114), 'administrative': (0.7248883843421936, 104), 'reform': (0.72412109375, 148), 'universe': (0.7222933769226074, 205)}","{'personality': -0.842, 'leadership': 0.092, 'medicine': 0.736, 'organisation': -0.686, 'capitalism': 0.756, 'psychology': -0.222, 'perception': -0.05, 'politics': 0.138, 'symbol': 0.552, 'liberation': -0.054, 'organization': -0.738, 'psychological': -0.087, 'evolution': 0.943, 'mankind': 0.229, 'agriculture': 0.294, 'transformation': -0.071, 'administrative': -0.454, 'reform': 0.108, 'universe': 0.082}"
1977,"['psychology', 'proletariat', 'discipline', 'institution', 'realm', 'personality', 'transformation', 'philosophy', 'intellectual', 'organization', 'reform', 'logic', 'organisation', 'nation', 'democratic', 'capitalism', 'politics']","['politics', 'capitalism', 'democratic', 'organisation', 'nation', 'logic', 'reform', 'organization', 'intellectual', 'philosophy', 'transformation', 'personality', 'realm', 'institution', 'discipline', 'proletariat', 'psychology']","{'organization': (0.7837811708450317, 368), 'politics': (0.7466585636138916, 317), 'organisation': (0.7459097504615784, 154), 'logic': (0.7453396916389465, 106), 'realm': (0.7432484030723572, 156), 'proletariat': (0.7345253229141235, 110), 'institution': (0.731544017791748, 161), 'personality': (0.7284374833106995, 137), 'reform': (0.7213541269302368, 170), 'psychology': (0.7177877426147461, 106), 'discipline': (0.7167809009552002, 117), 'democratic': (0.7140341997146606, 108), 'philosophy': (0.7114689350128174, 229), 'nation': (0.7092774510383606, 482), 'transformation': (0.7088871002197266, 135), 'intellectual': (0.7076846361160278, 156), 'capitalism': (0.7073967456817627, 114)}","{'organization': 0.107, 'politics': -0.551, 'organisation': -0.182, 'logic': -0.072, 'realm': 0.254, 'proletariat': 0.377, 'institution': 0.258, 'personality': 0.209, 'reform': 0.064, 'psychology': 0.395, 'discipline': 0.367, 'democratic': -0.259, 'philosophy': 0.189, 'nation': -0.182, 'transformation': 0.206, 'intellectual': 0.157, 'capitalism': -0.463}"
1902,[],[],{},{}
1931,"['commerce', 'drama', 'prosperity']","['prosperity', 'drama', 'commerce']","{'drama': (0.7963610887527466, 122), 'commerce': (0.7744473218917847, 105), 'prosperity': (0.7719754576683044, 127)}","{'drama': -0.083, 'commerce': 0.131, 'prosperity': -0.194}"
2007,"['profession', 'landscape', 'transformation', 'markets', 'reform', 'identity', 'labor', 'equality', 'traditions', 'discourse', 'evolution', 'educational', 'sciences', 'diversity', 'independence', 'organizations', 'sphere', 'organisation', 'code', 'regime', 'constitution', 'morality', 'ownership', 'culture', 'contemporary', 'institution', 'psychological', 'politics', 'logic', 'economy', 'organs', 'universal', 'democratic', 'stability', 'establishment', 'unity', 'participation', 'integrity', 'personality', 'security', 'science', 'integration', 'discipline', 'intervention', 'medicine', 'society', 'policies']","['policies', 'medicine', 'society', 'intervention', 'discipline', 'integration', 'science', 'personality', 'security', 'integrity', 'participation', 'unity', 'establishment', 'stability', 'democratic', 'universal', 'organs', 'economy', 'logic', 'politics', 'psychological', 'institution', 'contemporary', 'ownership', 'culture', 'morality', 'regime', 'constitution', 'organisation', 'code', 'organizations', 'sphere', 'independence', 'diversity', 'educational', 'sciences', 'evolution', 'discourse', 'traditions', 'equality', 'labor', 'identity', 'reform', 'markets', 'transformation', 'landscape', 'profession']","{'politics': (0.767214298248291, 373), 'democratic': (0.7600971460342407, 127), 'organisation': (0.7396411895751953, 143), 'reform': (0.732402503490448, 145), 'evolution': (0.732286810874939, 226), 'unity': (0.7266634702682495, 250), 'medicine': (0.7251732349395752, 111), 'integration': (0.7248706817626953, 121), 'diversity': (0.7212852835655212, 113), 'personality': (0.7195650935173035, 110), 'transformation': (0.7181165814399719, 129), 'discourse': (0.7176586389541626, 135), 'stability': (0.7175000309944153, 131), 'participation': (0.7146048545837402, 141), 'code': (0.7127572298049927, 106), 'morality': (0.7118566036224365, 110), 'identity': (0.7058486342430115, 342), 'organizations': (0.7054557800292969, 131), 'discipline': (0.7049146890640259, 118), 'independence': (0.6989272832870483, 211), 'ownership': (0.6982684135437012, 107), 'science': (0.6955390572547913, 577), 'universal': (0.6952506303787231, 209), 'educational': (0.6949435472488403, 116), 'equality': (0.6949293613433838, 164), 'markets': (0.6948785185813904, 190), 'contemporary': (0.6941208243370056, 162), 'regime': (0.693741500377655, 129), 'profession': (0.6927391290664673, 182), 'economy': (0.6912374496459961, 492), 'society': (0.6910757422447205, 1120), 'security': (0.6907765865325928, 361), 'traditions': (0.6906435489654541, 101), 'policies': (0.6897072792053223, 171), 'landscape': (0.6887675523757935, 103), 'culture': (0.6870346069335938, 499), 'integrity': (0.6855471134185791, 101), 'intervention': (0.6851303577423096, 128), 'sphere': (0.6846764087677002, 222), 'logic': (0.6836645603179932, 125), 'institution': (0.683038592338562, 147), 'sciences': (0.6824454069137573, 134), 'organs': (0.6824254989624023, 116), 'establishment': (0.6804673671722412, 302), 'labor': (0.6794065237045288, 119), 'psychological': (0.6785852313041687, 112), 'constitution': (0.6780494451522827, 206)}","{'politics': -0.036, 'democratic': -0.079, 'organisation': 0.023, 'reform': 0.338, 'evolution': 0.072, 'unity': -0.106, 'medicine': -0.174, 'integration': -0.136, 'diversity': 0.058, 'personality': -0.118, 'transformation': 0.526, 'discourse': 0.074, 'stability': -0.093, 'participation': -0.111, 'code': 0.023, 'morality': 0.013, 'identity': 0.329, 'organizations': 0.042, 'discipline': -0.145, 'independence': 0.045, 'ownership': 0.001, 'science': -0.125, 'universal': -0.065, 'educational': 0.06, 'equality': 0.233, 'markets': 0.476, 'contemporary': -0.005, 'regime': 0.018, 'profession': 0.647, 'economy': -0.049, 'society': -0.174, 'security': -0.118, 'traditions': 0.139, 'policies': -0.209, 'landscape': 0.593, 'culture': 0.001, 'integrity': -0.117, 'intervention': -0.171, 'sphere': 0.042, 'logic': -0.041, 'institution': -0.017, 'sciences': 0.06, 'organs': -0.056, 'establishment': -0.097, 'labor': 0.255, 'psychological': -0.022, 'constitution': 0.018}"
1918,"['ignorance', 'crime', 'constitution', 'humanity', 'discipline', 'intelligence', 'empire', 'reform', 'disposition', 'organisation', 'realm', 'model', 'design', 'morality', 'reality', 'organization', 'culture', 'ideal', 'philosophy']","['philosophy', 'ideal', 'culture', 'organization', 'reality', 'morality', 'design', 'model', 'realm', 'organisation', 'disposition', 'reform', 'empire', 'intelligence', 'discipline', 'humanity', 'constitution', 'crime', 'ignorance']","{'reform': (0.7405595779418945, 103), 'organization': (0.7304423451423645, 126), 'morality': (0.724504828453064, 101), 'discipline': (0.7185472249984741, 128), 'design': (0.7084065675735474, 195), 'culture': (0.7064943909645081, 133), 'philosophy': (0.7041117548942566, 217), 'intelligence': (0.698820948600769, 134), 'disposition': (0.6975598335266113, 107), 'reality': (0.692143440246582, 331), 'ideal': (0.6913080215454102, 205), 'ignorance': (0.6898529529571533, 119), 'realm': (0.6893341541290283, 118), 'crime': (0.6889501214027405, 208), 'model': (0.6880377531051636, 115), 'humanity': (0.6873614192008972, 182), 'organisation': (0.6852643489837646, 131), 'constitution': (0.68468177318573, 269), 'empire': (0.6817078590393066, 120)}","{'reform': 0.26, 'organization': -0.283, 'morality': -0.142, 'discipline': 0.63, 'design': -0.08, 'culture': -0.32, 'philosophy': -0.84, 'intelligence': 0.598, 'disposition': 0.143, 'reality': -0.211, 'ideal': -0.797, 'ignorance': 0.85, 'realm': 0.039, 'crime': 0.766, 'model': -0.072, 'humanity': 0.673, 'organisation': 0.105, 'constitution': 0.735, 'empire': 0.418}"
